Epoch,Train Loss,Val Loss,Train MSE,Train MAE,Val MSE,Val MAE
1,0.1066,0.1023,0.1097,0.2657,0.1026,0.3195,-54.6072,300.10
2,0.0155,0.0471,0.0152,0.1006,0.0471,0.2163,-24.5203,206.80
3,0.0088,0.0262,0.0086,0.0741,0.0263,0.1612,-13.2456,157.00
4,0.0055,0.0127,0.0054,0.0575,0.0129,0.1121,-5.9766,112.89
5,0.0042,0.0071,0.0041,0.0513,0.0072,0.0828,-2.8928,88.05
6,0.0034,0.0069,0.0034,0.0472,0.0070,0.0819,-2.8179,87.75
7,0.0031,0.0041,0.0030,0.0437,0.0042,0.0619,-1.2583,72.54
8,0.0025,0.0025,0.0026,0.0404,0.0026,0.0474,-0.3946,62.20
9,0.0024,0.0016,0.0025,0.0387,0.0017,0.0374,0.0720,55.57
10,0.0022,0.0007,0.0023,0.0368,0.0008,0.0227,0.5723,46.47
11,0.0020,0.0009,0.0020,0.0338,0.0010,0.0269,0.4379,49.56
12,0.0020,0.0010,0.0020,0.0345,0.0011,0.0279,0.4039,50.38
13,0.0021,0.0007,0.0021,0.0350,0.0008,0.0222,0.5679,47.30
14,0.0019,0.0006,0.0019,0.0327,0.0007,0.0208,0.6094,46.35
15,0.0020,0.0009,0.0018,0.0332,0.0010,0.0267,0.4414,49.95
16,0.0019,0.0007,0.0019,0.0334,0.0008,0.0224,0.5657,47.58
17,0.0017,0.0003,0.0018,0.0319,0.0004,0.0132,0.8012,41.10
18,0.0020,0.0009,0.0019,0.0329,0.0010,0.0260,0.4564,50.10
19,0.0018,0.0003,0.0018,0.0327,0.0004,0.0135,0.7890,41.98
20,0.0017,0.0005,0.0017,0.0313,0.0006,0.0167,0.6971,45.15
21,0.0016,0.0005,0.0017,0.0305,0.0006,0.0167,0.6985,45.09
22,0.0016,0.0005,0.0016,0.0303,0.0006,0.0179,0.6679,45.89
23,0.0017,0.0004,0.0018,0.0319,0.0005,0.0166,0.7021,45.04
24,0.0016,0.0004,0.0016,0.0307,0.0005,0.0160,0.7183,44.67
25,0.0016,0.0004,0.0017,0.0314,0.0005,0.0146,0.7538,43.76
26,0.0018,0.0004,0.0016,0.0309,0.0005,0.0147,0.7493,43.87
27,0.0017,0.0005,0.0016,0.0306,0.0006,0.0177,0.6698,46.02
