Price,Adj Close,Close,High,Low,Open,Volume
Ticker,055550.KS,055550.KS,055550.KS,055550.KS,055550.KS,055550.KS
Date,,,,,,
2015-04-28 00:00:00+00:00,29155.060546875,44050.0,45300.0,44050.0,44950.0,685213
2015-04-29 00:00:00+00:00,30048.583984375,45400.0,45650.0,44000.0,44000.0,1073621
2015-04-30 00:00:00+00:00,29254.34765625,44200.0,45900.0,44200.0,45800.0,1113586
2015-05-04 00:00:00+00:00,30445.69921875,46000.0,46200.0,44650.0,44900.0,884514
2015-05-06 00:00:00+00:00,30313.3203125,45800.0,46250.0,44900.0,45100.0,860305
2015-05-07 00:00:00+00:00,29353.630859375,44350.0,45650.0,43750.0,45550.0,1203029
2015-05-08 00:00:00+00:00,29088.87890625,43950.0,45100.0,43550.0,44550.0,751185
2015-05-11 00:00:00+00:00,29055.787109375,43900.0,44700.0,43900.0,44700.0,525431
2015-05-12 00:00:00+00:00,29783.83203125,45000.0,45300.0,43600.0,43900.0,735113
2015-05-13 00:00:00+00:00,29684.548828125,44850.0,45150.0,44350.0,44350.0,1002087
2015-05-14 00:00:00+00:00,30114.7734375,45500.0,45500.0,43800.0,44100.0,857126
2015-05-15 00:00:00+00:00,29419.810546875,44450.0,45700.0,44300.0,45050.0,653640
2015-05-18 00:00:00+00:00,29022.69140625,43850.0,44600.0,43700.0,44600.0,484325
2015-05-19 00:00:00+00:00,28460.10546875,43000.0,43800.0,43000.0,43550.0,824528
2015-05-20 00:00:00+00:00,28890.32421875,43650.0,43700.0,42900.0,43000.0,571356
2015-05-21 00:00:00+00:00,28294.650390625,42750.0,43500.0,42650.0,43150.0,764211
2015-05-22 00:00:00+00:00,28327.740234375,42800.0,43250.0,42500.0,42550.0,816879
2015-05-26 00:00:00+00:00,27665.873046875,41800.0,42600.0,41750.0,42500.0,750926
2015-05-27 00:00:00+00:00,26606.89453125,40200.0,41600.0,40100.0,41200.0,2122921
2015-05-28 00:00:00+00:00,27103.28515625,40950.0,41500.0,40000.0,40500.0,1684359
2015-05-29 00:00:00+00:00,27732.056640625,41900.0,41900.0,40500.0,41000.0,1575045
2015-06-01 00:00:00+00:00,27070.19921875,40900.0,41800.0,40600.0,41800.0,783179
2015-06-02 00:00:00+00:00,26838.548828125,40550.0,41250.0,40550.0,41000.0,690166
2015-06-03 00:00:00+00:00,27235.6640625,41150.0,41450.0,40800.0,40950.0,716517
2015-06-04 00:00:00+00:00,26871.63671875,40600.0,41150.0,40550.0,40750.0,746786
2015-06-05 00:00:00+00:00,26540.70703125,40100.0,40750.0,40100.0,40750.0,574923
2015-06-08 00:00:00+00:00,27103.28515625,40950.0,41050.0,40000.0,40000.0,384223
2015-06-09 00:00:00+00:00,27004.009765625,40800.0,41100.0,40400.0,40600.0,475487
2015-06-10 00:00:00+00:00,27864.427734375,42100.0,42200.0,40850.0,41200.0,1117594
2015-06-11 00:00:00+00:00,27930.61328125,42200.0,42750.0,41550.0,42100.0,1509236
2015-06-12 00:00:00+00:00,27533.505859375,41600.0,42250.0,41050.0,42200.0,736785
2015-06-15 00:00:00+00:00,27004.009765625,40800.0,41550.0,40750.0,41550.0,447498
2015-06-16 00:00:00+00:00,26573.796875,40150.0,40900.0,40150.0,40500.0,901961
2015-06-17 00:00:00+00:00,26772.357421875,40450.0,40750.0,40000.0,40150.0,900810
2015-06-18 00:00:00+00:00,26573.796875,40150.0,40850.0,40050.0,40450.0,602465
2015-06-19 00:00:00+00:00,26474.51953125,40000.0,40400.0,40000.0,40250.0,656860
2015-06-22 00:00:00+00:00,26639.984375,40250.0,40450.0,39900.0,39900.0,426894
2015-06-23 00:00:00+00:00,27004.009765625,40800.0,41800.0,40200.0,40350.0,895824
2015-06-24 00:00:00+00:00,27434.224609375,41450.0,41550.0,40950.0,41050.0,710636
2015-06-25 00:00:00+00:00,26805.453125,40500.0,41750.0,40500.0,41450.0,893046
